lga_name,date,year,month_num,month_name,month_label,age_group,sex,Assault,Grievous Assault,Serious Assault,Sexual Offences,Robbery,Armed Robbery,Unlawful Entry,Other Property Damage,Fraud,Breach Domestic Violence Protection Order,Drink Driving
Hinchinbrook Shire Council,2017-05-01,2017,5,May,May 2017,Juvenile,Female,1,0,0,0,0,0,0,19,0,0,1
Hinchinbrook Shire Council,2017-05-01,2017,5,May,May 2017,Juvenile,Male,0,0,0,0,0,0,17,5,0,0,0
Hinchinbrook Shire Council,2017-06-01,2017,6,June,Jun 2017,Adult,Female,1,0,0,0,1,0,2,0,0,1,0
Hinchinbrook Shire Council,2017-06-01,2017,6,June,Jun 2017,Adult,Male,4,0,3,0,0,0,5,1,0,8,7
Hinchinbrook Shire Council,2017-06-01,2017,6,June,Jun 2017,Juvenile,Female,0,0,0,0,0,0,0,0,2,0,0
Hinchinbrook Shire Council,2017-06-01,2017,6,June,Jun 2017,Juvenile,Male,2,0,2,0,0,0,3,0,0,0,0
Hinchinbrook Shire Council,2017-07-01,2017,7,July,Jul 2017,Adult,Female,3,0,2,0,0,0,1,1,1,1,2
Hinchinbrook Shire Council,2017-07-01,2017,7,July,Jul 2017,Adult,Male,3,2,1,1,0,0,1,1,0,8,1
Hinchinbrook Shire Council,2017-07-01,2017,7,July,Jul 2017,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2017-08-01,2017,8,August,Aug 2017,Adult,Female,1,0,0,0,0,0,0,0,10,0,0
Hinchinbrook Shire Council,2017-08-01,2017,8,August,Aug 2017,Adult,Male,1,0,1,3,0,0,0,1,10,7,2
Hinchinbrook Shire Council,2017-08-01,2017,8,August,Aug 2017,Juvenile,Male,1,0,0,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2017-09-01,2017,9,September,Sep 2017,Adult,Female,0,0,0,0,0,0,0,1,0,0,3
Hinchinbrook Shire Council,2017-09-01,2017,9,September,Sep 2017,Adult,Male,1,1,0,0,0,0,0,0,0,3,5
Hinchinbrook Shire Council,2017-09-01,2017,9,September,Sep 2017,Juvenile,Female,0,0,0,0,0,0,1,0,0,0,1
Hinchinbrook Shire Council,2017-09-01,2017,9,September,Sep 2017,Juvenile,Male,2,0,0,0,0,0,0,5,0,0,0
Hinchinbrook Shire Council,2017-10-01,2017,10,October,Oct 2017,Adult,Female,1,0,0,0,0,0,0,0,0,2,2
Hinchinbrook Shire Council,2017-10-01,2017,10,October,Oct 2017,Adult,Male,2,0,1,0,0,0,2,0,0,4,4
Hinchinbrook Shire Council,2017-10-01,2017,10,October,Oct 2017,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Hinchinbrook Shire Council,2017-10-01,2017,10,October,Oct 2017,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2017-11-01,2017,11,November,Nov 2017,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2017-11-01,2017,11,November,Nov 2017,Adult,Male,2,0,2,0,0,0,5,1,0,0,10
Hinchinbrook Shire Council,2017-11-01,2017,11,November,Nov 2017,Juvenile,Male,1,0,1,0,0,0,6,1,0,0,1
Hinchinbrook Shire Council,2017-12-01,2017,12,December,Dec 2017,Adult,Female,1,0,0,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2017-12-01,2017,12,December,Dec 2017,Adult,Male,5,0,3,0,0,0,2,0,0,5,4
Hinchinbrook Shire Council,2017-12-01,2017,12,December,Dec 2017,Juvenile,Male,0,0,0,0,0,0,6,3,0,0,0
Hinchinbrook Shire Council,2018-01-01,2018,1,January,Jan 2018,Adult,Female,1,0,0,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2018-01-01,2018,1,January,Jan 2018,Adult,Male,2,0,0,0,0,0,0,0,1,4,2
Hinchinbrook Shire Council,2018-01-01,2018,1,January,Jan 2018,Juvenile,Female,0,0,0,0,0,0,0,3,0,0,0
Hinchinbrook Shire Council,2018-01-01,2018,1,January,Jan 2018,Juvenile,Male,0,0,0,1,0,0,0,1,0,0,0
Hinchinbrook Shire Council,2018-02-01,2018,2,February,Feb 2018,Adult,Female,3,1,0,0,0,0,2,1,0,1,0
Hinchinbrook Shire Council,2018-02-01,2018,2,February,Feb 2018,Adult,Male,4,1,1,0,0,0,0,1,0,2,4
Hinchinbrook Shire Council,2018-02-01,2018,2,February,Feb 2018,Juvenile,Female,1,0,0,0,0,0,3,3,0,0,0
Hinchinbrook Shire Council,2018-02-01,2018,2,February,Feb 2018,Juvenile,Male,0,0,0,0,0,0,3,4,0,0,0
Hinchinbrook Shire Council,2018-03-01,2018,3,March,Mar 2018,Adult,Male,0,0,0,0,0,0,1,2,1,1,7
Hinchinbrook Shire Council,2018-03-01,2018,3,March,Mar 2018,Juvenile,Male,1,0,1,0,2,2,6,0,0,0,0
Hinchinbrook Shire Council,2018-04-01,2018,4,April,Apr 2018,Adult,Female,1,0,1,0,0,0,0,1,0,2,3
Hinchinbrook Shire Council,2018-04-01,2018,4,April,Apr 2018,Adult,Male,0,0,0,0,0,0,0,1,0,1,10
Hinchinbrook Shire Council,2018-04-01,2018,4,April,Apr 2018,Juvenile,Female,0,0,0,0,0,0,3,1,0,0,0
Hinchinbrook Shire Council,2018-04-01,2018,4,April,Apr 2018,Juvenile,Male,0,0,0,0,0,0,5,0,0,0,0
Hinchinbrook Shire Council,2018-05-01,2018,5,May,May 2018,Adult,Female,0,0,0,0,0,0,0,0,11,0,3
Hinchinbrook Shire Council,2018-05-01,2018,5,May,May 2018,Adult,Male,3,0,2,0,0,0,3,2,2,7,16
Hinchinbrook Shire Council,2018-06-01,2018,6,June,Jun 2018,Adult,Female,5,0,3,0,0,0,0,1,0,3,2
Hinchinbrook Shire Council,2018-06-01,2018,6,June,Jun 2018,Adult,Male,3,0,2,0,0,0,5,1,2,3,9
Hinchinbrook Shire Council,2018-06-01,2018,6,June,Jun 2018,Juvenile,Female,2,0,2,0,0,0,8,0,0,0,0
Hinchinbrook Shire Council,2018-06-01,2018,6,June,Jun 2018,Juvenile,Male,1,0,0,0,0,0,6,0,0,0,0
Hinchinbrook Shire Council,2018-07-01,2018,7,July,Jul 2018,Adult,Female,0,0,0,0,0,0,0,1,0,0,0
Hinchinbrook Shire Council,2018-07-01,2018,7,July,Jul 2018,Adult,Male,0,0,0,3,0,0,1,0,0,2,10
Hinchinbrook Shire Council,2018-07-01,2018,7,July,Jul 2018,Juvenile,Female,0,0,0,0,0,0,7,1,0,0,0
Hinchinbrook Shire Council,2018-07-01,2018,7,July,Jul 2018,Juvenile,Male,0,0,0,0,0,0,0,2,0,0,0
Hinchinbrook Shire Council,2018-08-01,2018,8,August,Aug 2018,Adult,Female,2,2,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2018-08-01,2018,8,August,Aug 2018,Adult,Male,3,1,2,2,0,0,3,1,0,5,10
Hinchinbrook Shire Council,2018-08-01,2018,8,August,Aug 2018,Juvenile,Female,0,0,0,0,0,0,0,4,0,0,0
Hinchinbrook Shire Council,2018-08-01,2018,8,August,Aug 2018,Juvenile,Male,1,0,0,0,0,0,3,1,0,0,0
Hinchinbrook Shire Council,2018-09-01,2018,9,September,Sep 2018,Adult,Female,0,0,0,0,0,0,0,1,0,0,2
Hinchinbrook Shire Council,2018-09-01,2018,9,September,Sep 2018,Adult,Male,1,0,1,0,0,0,5,0,0,1,9
Hinchinbrook Shire Council,2018-09-01,2018,9,September,Sep 2018,Juvenile,Female,0,0,0,0,0,0,0,0,5,0,0
Hinchinbrook Shire Council,2018-09-01,2018,9,September,Sep 2018,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2018-10-01,2018,10,October,Oct 2018,Adult,Female,0,0,0,0,0,0,1,0,0,3,0
Hinchinbrook Shire Council,2018-10-01,2018,10,October,Oct 2018,Adult,Male,2,0,1,1,0,0,0,0,0,2,9
Hinchinbrook Shire Council,2018-10-01,2018,10,October,Oct 2018,Juvenile,Female,0,0,0,0,0,0,10,1,0,0,0
Hinchinbrook Shire Council,2018-10-01,2018,10,October,Oct 2018,Juvenile,Male,0,0,0,0,0,0,19,0,0,0,0
Hinchinbrook Shire Council,2018-11-01,2018,11,November,Nov 2018,Adult,Female,0,0,0,0,0,0,0,0,0,0,4
Hinchinbrook Shire Council,2018-11-01,2018,11,November,Nov 2018,Adult,Male,4,0,3,1,0,0,1,0,0,4,20
Hinchinbrook Shire Council,2018-11-01,2018,11,November,Nov 2018,Juvenile,Female,0,0,0,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2018-11-01,2018,11,November,Nov 2018,Juvenile,Male,0,0,0,0,0,0,2,0,0,0,0
Hinchinbrook Shire Council,2018-12-01,2018,12,December,Dec 2018,Adult,Female,1,1,0,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2018-12-01,2018,12,December,Dec 2018,Adult,Male,1,0,1,0,0,0,0,0,0,2,14
Hinchinbrook Shire Council,2019-01-01,2019,1,January,Jan 2019,Adult,Female,1,0,0,0,0,0,0,0,0,0,3
Hinchinbrook Shire Council,2019-01-01,2019,1,January,Jan 2019,Adult,Male,0,0,0,3,0,0,0,1,2,0,13
Hinchinbrook Shire Council,2019-02-01,2019,2,February,Feb 2019,Adult,Female,0,0,0,0,0,0,0,0,0,0,7
Hinchinbrook Shire Council,2019-02-01,2019,2,February,Feb 2019,Adult,Male,0,0,0,6,0,0,2,0,1,1,11
Hinchinbrook Shire Council,2019-02-01,2019,2,February,Feb 2019,Juvenile,Female,0,0,0,0,0,0,2,0,0,0,0
Hinchinbrook Shire Council,2019-02-01,2019,2,February,Feb 2019,Juvenile,Male,0,0,0,0,0,0,0,1,0,0,0
Hinchinbrook Shire Council,2019-03-01,2019,3,March,Mar 2019,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2019-03-01,2019,3,March,Mar 2019,Adult,Male,3,0,1,0,0,0,0,1,0,0,13
Hinchinbrook Shire Council,2019-04-01,2019,4,April,Apr 2019,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Hinchinbrook Shire Council,2019-04-01,2019,4,April,Apr 2019,Adult,Male,1,0,1,0,0,0,1,3,0,0,7
Hinchinbrook Shire Council,2019-04-01,2019,4,April,Apr 2019,Juvenile,Male,1,0,0,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2019-05-01,2019,5,May,May 2019,Adult,Female,2,0,0,0,0,0,0,1,1,0,1
Hinchinbrook Shire Council,2019-05-01,2019,5,May,May 2019,Adult,Male,1,0,0,0,0,0,2,0,0,4,12
Hinchinbrook Shire Council,2019-05-01,2019,5,May,May 2019,Juvenile,Male,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2019-06-01,2019,6,June,Jun 2019,Adult,Female,0,0,0,0,0,0,0,0,0,1,1
Hinchinbrook Shire Council,2019-06-01,2019,6,June,Jun 2019,Adult,Male,0,0,0,0,0,0,1,0,0,1,12
Hinchinbrook Shire Council,2019-06-01,2019,6,June,Jun 2019,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2019-07-01,2019,7,July,Jul 2019,Adult,Female,1,0,1,0,0,0,0,0,0,0,5
Hinchinbrook Shire Council,2019-07-01,2019,7,July,Jul 2019,Adult,Male,1,0,1,1,0,0,0,1,0,2,6
Hinchinbrook Shire Council,2019-08-01,2019,8,August,Aug 2019,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Hinchinbrook Shire Council,2019-08-01,2019,8,August,Aug 2019,Adult,Male,1,0,0,2,0,0,3,3,2,2,11
Hinchinbrook Shire Council,2019-08-01,2019,8,August,Aug 2019,Juvenile,Female,1,0,1,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2019-08-01,2019,8,August,Aug 2019,Juvenile,Male,0,0,0,0,0,0,0,6,6,0,0
Hinchinbrook Shire Council,2019-09-01,2019,9,September,Sep 2019,Adult,Female,0,0,0,0,0,0,0,1,0,1,1
Hinchinbrook Shire Council,2019-09-01,2019,9,September,Sep 2019,Adult,Male,1,0,1,0,0,0,0,0,0,5,3
Hinchinbrook Shire Council,2019-10-01,2019,10,October,Oct 2019,Adult,Female,1,0,1,0,0,0,0,0,0,0,6
Hinchinbrook Shire Council,2019-10-01,2019,10,October,Oct 2019,Adult,Male,3,0,1,0,0,0,0,1,0,2,7
Hinchinbrook Shire Council,2019-10-01,2019,10,October,Oct 2019,Juvenile,Female,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2019-10-01,2019,10,October,Oct 2019,Juvenile,Male,0,0,0,1,0,0,4,1,0,0,0
Hinchinbrook Shire Council,2019-11-01,2019,11,November,Nov 2019,Adult,Female,0,0,0,0,0,0,0,0,0,0,4
Hinchinbrook Shire Council,2019-11-01,2019,11,November,Nov 2019,Adult,Male,1,0,1,0,0,0,1,1,0,3,7
Hinchinbrook Shire Council,2019-11-01,2019,11,November,Nov 2019,Juvenile,Male,1,0,0,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2019-12-01,2019,12,December,Dec 2019,Adult,Female,3,1,0,0,0,0,0,1,0,1,2
Hinchinbrook Shire Council,2019-12-01,2019,12,December,Dec 2019,Adult,Male,1,0,1,0,0,0,0,0,0,0,5
Hinchinbrook Shire Council,2020-01-01,2020,1,January,Jan 2020,Adult,Female,7,0,5,0,0,0,0,1,1,3,1
Hinchinbrook Shire Council,2020-01-01,2020,1,January,Jan 2020,Adult,Male,1,0,0,3,0,0,2,0,0,3,7
Hinchinbrook Shire Council,2020-02-01,2020,2,February,Feb 2020,Adult,Female,2,0,0,0,0,0,0,1,0,1,0
Hinchinbrook Shire Council,2020-02-01,2020,2,February,Feb 2020,Adult,Male,3,0,1,1,0,0,1,0,0,4,10
Hinchinbrook Shire Council,2020-02-01,2020,2,February,Feb 2020,Juvenile,Male,0,0,0,0,0,0,4,0,0,0,0
Hinchinbrook Shire Council,2020-03-01,2020,3,March,Mar 2020,Adult,Female,1,0,1,0,0,0,0,0,0,2,1
Hinchinbrook Shire Council,2020-03-01,2020,3,March,Mar 2020,Adult,Male,6,0,0,8,0,0,1,2,2,3,7
Hinchinbrook Shire Council,2020-03-01,2020,3,March,Mar 2020,Juvenile,Male,0,0,0,0,0,0,0,0,1,0,0
Hinchinbrook Shire Council,2020-04-01,2020,4,April,Apr 2020,Adult,Female,1,0,0,0,0,0,0,0,0,0,3
Hinchinbrook Shire Council,2020-04-01,2020,4,April,Apr 2020,Adult,Male,1,0,1,1,0,0,0,0,0,2,11
Hinchinbrook Shire Council,2020-05-01,2020,5,May,May 2020,Adult,Female,1,0,0,0,0,0,1,2,1,0,4
Hinchinbrook Shire Council,2020-05-01,2020,5,May,May 2020,Adult,Male,9,0,4,4,0,0,6,3,0,7,13
Hinchinbrook Shire Council,2020-05-01,2020,5,May,May 2020,Juvenile,Female,0,0,0,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2020-05-01,2020,5,May,May 2020,Juvenile,Male,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2020-06-01,2020,6,June,Jun 2020,Adult,Female,0,0,0,0,0,0,0,0,0,0,3
Hinchinbrook Shire Council,2020-06-01,2020,6,June,Jun 2020,Adult,Male,4,0,1,0,0,0,0,0,0,2,9
Hinchinbrook Shire Council,2020-07-01,2020,7,July,Jul 2020,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2020-07-01,2020,7,July,Jul 2020,Adult,Male,1,0,1,0,0,0,0,4,0,2,17
Hinchinbrook Shire Council,2020-08-01,2020,8,August,Aug 2020,Adult,Female,1,0,0,0,0,0,0,0,0,1,2
Hinchinbrook Shire Council,2020-08-01,2020,8,August,Aug 2020,Adult,Male,3,1,0,1,0,0,2,2,0,6,18
Hinchinbrook Shire Council,2020-08-01,2020,8,August,Aug 2020,Juvenile,Male,0,0,0,0,0,0,3,0,0,0,0
Hinchinbrook Shire Council,2020-09-01,2020,9,September,Sep 2020,Adult,Male,0,0,0,0,0,0,0,0,0,2,6
Hinchinbrook Shire Council,2020-10-01,2020,10,October,Oct 2020,Adult,Female,3,0,2,0,0,0,1,0,0,1,6
Hinchinbrook Shire Council,2020-10-01,2020,10,October,Oct 2020,Adult,Male,8,0,4,6,0,0,3,0,0,4,9
Hinchinbrook Shire Council,2020-10-01,2020,10,October,Oct 2020,Juvenile,Female,3,0,1,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2020-10-01,2020,10,October,Oct 2020,Juvenile,Male,1,0,0,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2020-11-01,2020,11,November,Nov 2020,Adult,Female,0,0,0,0,0,0,0,1,1,0,5
Hinchinbrook Shire Council,2020-11-01,2020,11,November,Nov 2020,Adult,Male,4,1,1,0,0,0,0,2,1,6,10
Hinchinbrook Shire Council,2020-11-01,2020,11,November,Nov 2020,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Hinchinbrook Shire Council,2020-11-01,2020,11,November,Nov 2020,Juvenile,Male,1,0,0,0,0,0,0,4,0,0,0
Hinchinbrook Shire Council,2020-12-01,2020,12,December,Dec 2020,Adult,Female,0,0,0,0,0,0,0,0,0,0,3
Hinchinbrook Shire Council,2020-12-01,2020,12,December,Dec 2020,Adult,Male,0,0,0,0,0,0,0,0,2,0,8
Hinchinbrook Shire Council,2021-01-01,2021,1,January,Jan 2021,Adult,Female,0,0,0,0,0,0,0,0,0,1,3
Hinchinbrook Shire Council,2021-01-01,2021,1,January,Jan 2021,Adult,Male,2,0,2,0,0,0,0,2,0,2,13
Hinchinbrook Shire Council,2021-02-01,2021,2,February,Feb 2021,Adult,Female,1,0,1,0,0,0,0,0,0,0,5
Hinchinbrook Shire Council,2021-02-01,2021,2,February,Feb 2021,Adult,Male,2,0,1,0,0,0,0,0,0,2,14
Hinchinbrook Shire Council,2021-02-01,2021,2,February,Feb 2021,Juvenile,Female,1,0,1,0,0,0,0,1,0,3,0
Hinchinbrook Shire Council,2021-03-01,2021,3,March,Mar 2021,Adult,Female,0,0,0,0,0,0,0,0,0,0,4
Hinchinbrook Shire Council,2021-03-01,2021,3,March,Mar 2021,Adult,Male,3,0,2,0,0,0,0,0,0,3,20
Hinchinbrook Shire Council,2021-04-01,2021,4,April,Apr 2021,Adult,Female,0,0,0,0,0,0,0,0,0,1,4
Hinchinbrook Shire Council,2021-04-01,2021,4,April,Apr 2021,Adult,Male,3,0,1,2,0,0,0,0,0,0,13
Hinchinbrook Shire Council,2021-04-01,2021,4,April,Apr 2021,Juvenile,Female,0,0,0,0,0,0,0,0,0,1,0
Hinchinbrook Shire Council,2021-05-01,2021,5,May,May 2021,Adult,Female,1,0,0,0,0,0,1,0,0,2,4
Hinchinbrook Shire Council,2021-05-01,2021,5,May,May 2021,Adult,Male,2,0,2,0,0,0,0,0,0,7,13
Hinchinbrook Shire Council,2021-05-01,2021,5,May,May 2021,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2021-05-01,2021,5,May,May 2021,Juvenile,Male,0,0,0,0,0,0,3,3,0,0,0
Hinchinbrook Shire Council,2021-06-01,2021,6,June,Jun 2021,Adult,Female,0,0,0,0,0,0,0,0,0,10,6
Hinchinbrook Shire Council,2021-06-01,2021,6,June,Jun 2021,Adult,Male,2,0,2,1,0,0,0,1,0,1,21
Hinchinbrook Shire Council,2021-06-01,2021,6,June,Jun 2021,Juvenile,Male,0,0,0,1,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2021-07-01,2021,7,July,Jul 2021,Adult,Female,0,0,0,0,0,0,0,0,0,3,0
Hinchinbrook Shire Council,2021-07-01,2021,7,July,Jul 2021,Adult,Male,5,0,2,0,0,0,0,2,0,2,12
Hinchinbrook Shire Council,2021-07-01,2021,7,July,Jul 2021,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2021-07-01,2021,7,July,Jul 2021,Juvenile,Female,1,0,1,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2021-07-01,2021,7,July,Jul 2021,Juvenile,Male,0,0,0,0,0,0,0,4,0,0,0
Hinchinbrook Shire Council,2021-08-01,2021,8,August,Aug 2021,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2021-08-01,2021,8,August,Aug 2021,Adult,Male,2,0,2,0,0,0,0,2,1,33,8
Hinchinbrook Shire Council,2021-08-01,2021,8,August,Aug 2021,Juvenile,Male,1,0,0,0,0,0,0,5,0,0,2
Hinchinbrook Shire Council,2021-09-01,2021,9,September,Sep 2021,Adult,Female,0,0,0,0,0,0,0,0,0,0,6
Hinchinbrook Shire Council,2021-09-01,2021,9,September,Sep 2021,Adult,Male,0,0,0,0,0,0,1,0,0,1,10
Hinchinbrook Shire Council,2021-10-01,2021,10,October,Oct 2021,Adult,Female,1,0,0,0,0,0,0,0,0,3,2
Hinchinbrook Shire Council,2021-10-01,2021,10,October,Oct 2021,Adult,Male,1,0,1,0,0,0,1,0,0,5,16
Hinchinbrook Shire Council,2021-11-01,2021,11,November,Nov 2021,Adult,Female,0,0,0,0,0,0,0,1,0,1,2
Hinchinbrook Shire Council,2021-11-01,2021,11,November,Nov 2021,Adult,Male,1,0,0,0,0,0,1,1,0,7,7
Hinchinbrook Shire Council,2021-12-01,2021,12,December,Dec 2021,Adult,Female,0,0,0,0,0,0,0,1,0,1,3
Hinchinbrook Shire Council,2021-12-01,2021,12,December,Dec 2021,Adult,Male,0,0,0,0,0,0,4,2,0,3,5
Hinchinbrook Shire Council,2022-01-01,2022,1,January,Jan 2022,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2022-01-01,2022,1,January,Jan 2022,Adult,Male,1,0,1,0,0,0,0,0,0,4,2
Hinchinbrook Shire Council,2022-01-01,2022,1,January,Jan 2022,Juvenile,Male,0,0,0,0,0,0,5,2,0,0,0
Hinchinbrook Shire Council,2022-02-01,2022,2,February,Feb 2022,Adult,Female,0,0,0,0,0,0,0,0,0,1,2
Hinchinbrook Shire Council,2022-02-01,2022,2,February,Feb 2022,Adult,Male,5,1,2,0,0,0,1,3,0,3,6
Hinchinbrook Shire Council,2022-02-01,2022,2,February,Feb 2022,Juvenile,Female,1,0,1,0,0,0,2,0,0,0,0
Hinchinbrook Shire Council,2022-02-01,2022,2,February,Feb 2022,Juvenile,Male,0,0,0,0,0,0,4,4,0,0,0
Hinchinbrook Shire Council,2022-03-01,2022,3,March,Mar 2022,Adult,Female,1,0,0,0,0,0,0,0,0,2,2
Hinchinbrook Shire Council,2022-03-01,2022,3,March,Mar 2022,Adult,Male,6,0,4,0,0,0,0,3,0,6,8
Hinchinbrook Shire Council,2022-03-01,2022,3,March,Mar 2022,Juvenile,Male,0,0,0,1,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2022-04-01,2022,4,April,Apr 2022,Adult,Female,2,0,2,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2022-04-01,2022,4,April,Apr 2022,Adult,Male,1,0,0,0,0,0,2,2,0,7,9
Hinchinbrook Shire Council,2022-04-01,2022,4,April,Apr 2022,Juvenile,Male,1,0,0,0,0,0,1,0,0,0,1
Hinchinbrook Shire Council,2022-05-01,2022,5,May,May 2022,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Hinchinbrook Shire Council,2022-05-01,2022,5,May,May 2022,Adult,Male,0,0,0,0,0,0,0,1,0,10,13
Hinchinbrook Shire Council,2022-05-01,2022,5,May,May 2022,Juvenile,Female,1,0,0,0,0,0,3,1,0,0,0
Hinchinbrook Shire Council,2022-06-01,2022,6,June,Jun 2022,Adult,Female,0,0,0,0,0,0,0,0,0,0,3
Hinchinbrook Shire Council,2022-06-01,2022,6,June,Jun 2022,Adult,Male,0,0,0,0,0,0,0,0,0,10,7
Hinchinbrook Shire Council,2022-06-01,2022,6,June,Jun 2022,Juvenile,Female,0,0,0,0,0,0,2,1,0,0,0
Hinchinbrook Shire Council,2022-07-01,2022,7,July,Jul 2022,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Hinchinbrook Shire Council,2022-07-01,2022,7,July,Jul 2022,Adult,Male,4,0,3,0,0,0,0,2,0,7,8
Hinchinbrook Shire Council,2022-07-01,2022,7,July,Jul 2022,Juvenile,Male,0,0,0,0,0,0,1,11,0,0,0
Hinchinbrook Shire Council,2022-08-01,2022,8,August,Aug 2022,Adult,Female,0,0,0,0,0,0,1,1,0,2,3
Hinchinbrook Shire Council,2022-08-01,2022,8,August,Aug 2022,Adult,Male,3,0,1,0,0,0,0,3,0,4,7
Hinchinbrook Shire Council,2022-08-01,2022,8,August,Aug 2022,Juvenile,Female,1,0,0,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2022-08-01,2022,8,August,Aug 2022,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2022-09-01,2022,9,September,Sep 2022,Adult,Female,1,0,0,0,0,0,0,0,0,1,0
Hinchinbrook Shire Council,2022-09-01,2022,9,September,Sep 2022,Adult,Male,2,1,0,1,0,0,0,0,0,7,3
Hinchinbrook Shire Council,2022-09-01,2022,9,September,Sep 2022,Juvenile,Female,1,0,1,0,0,0,0,1,0,0,0
Hinchinbrook Shire Council,2022-09-01,2022,9,September,Sep 2022,Juvenile,Male,2,0,0,1,0,0,0,3,0,0,0
Hinchinbrook Shire Council,2022-10-01,2022,10,October,Oct 2022,Adult,Female,0,0,0,0,0,0,0,0,0,0,4
Hinchinbrook Shire Council,2022-10-01,2022,10,October,Oct 2022,Adult,Male,3,0,3,0,0,0,2,6,0,14,8
Hinchinbrook Shire Council,2022-11-01,2022,11,November,Nov 2022,Adult,Female,0,0,0,0,0,0,0,0,0,1,1
Hinchinbrook Shire Council,2022-11-01,2022,11,November,Nov 2022,Adult,Male,1,0,0,0,0,0,0,0,0,9,7
Hinchinbrook Shire Council,2022-11-01,2022,11,November,Nov 2022,Juvenile,Female,1,0,1,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2022-11-01,2022,11,November,Nov 2022,Juvenile,Male,2,0,1,0,0,0,1,2,0,0,0
Hinchinbrook Shire Council,2022-12-01,2022,12,December,Dec 2022,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Hinchinbrook Shire Council,2022-12-01,2022,12,December,Dec 2022,Adult,Male,3,1,1,0,0,0,1,2,0,21,6
Hinchinbrook Shire Council,2022-12-01,2022,12,December,Dec 2022,Juvenile,Female,0,0,0,1,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2022-12-01,2022,12,December,Dec 2022,Juvenile,Male,2,0,1,0,0,0,1,0,0,0,0
Hinchinbrook Shire Council,2023-01-01,2023,1,January,Jan 2023,Adult,Female,1,0,0,0,0,0,0,0,0,2,0
Hinchinbrook Shire Council,2023-01-01,2023,1,January,Jan 2023,Adult,Male,0,0,0,0,0,0,0,1,0,8,8
Hinchinbrook Shire Council,2023-02-01,2023,2,February,Feb 2023,Adult,Female,1,0,0,0,0,0,0,0,0,2,1
Hinchinbrook Shire Council,2023-02-01,2023,2,February,Feb 2023,Adult,Male,2,1,1,0,0,0,2,0,0,4,6
Hinchinbrook Shire Council,2023-02-01,2023,2,February,Feb 2023,Juvenile,Female,1,0,1,0,0,0,0,0,0,0,0
Hinchinbrook Shire Council,2023-02-01,2023,2,February,Feb 2023,Juvenile,Male,0,0,0,0,0,0,2,1,0,0,0
Hinchinbrook Shire Council,2023-03-01,2023,3,March,Mar 2023,Adult,Female,1,0,1,0,0,0,0,0,4,0,1
Hinchinbrook Shire Council,2023-03-01,2023,3,March,Mar 2023,Adult,Male,6,0,5,0,0,0,0,2,0,4,8
