lga_name,date,year,month_num,month_name,month_label,age_group,sex,Assault,Grievous Assault,Serious Assault,Sexual Offences,Robbery,Armed Robbery,Unlawful Entry,Other Property Damage,Fraud,Breach Domestic Violence Protection Order,Drink Driving
Aurukun Shire Council,2015-10-01,2015,10,October,Oct 2015,Adult,Male,4,2,0,0,0,0,0,5,0,5,1
Aurukun Shire Council,2015-10-01,2015,10,October,Oct 2015,Juvenile,Female,0,0,0,0,0,0,0,2,0,0,0
Aurukun Shire Council,2015-10-01,2015,10,October,Oct 2015,Juvenile,Male,0,0,0,1,0,0,6,2,0,0,0
Aurukun Shire Council,2015-11-01,2015,11,November,Nov 2015,Adult,Female,1,0,0,0,0,0,1,4,0,0,0
Aurukun Shire Council,2015-11-01,2015,11,November,Nov 2015,Adult,Male,6,0,3,0,0,0,1,7,0,5,3
Aurukun Shire Council,2015-11-01,2015,11,November,Nov 2015,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2015-12-01,2015,12,December,Dec 2015,Adult,Female,3,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2015-12-01,2015,12,December,Dec 2015,Adult,Male,7,0,5,1,5,5,30,2,0,3,2
Aurukun Shire Council,2015-12-01,2015,12,December,Dec 2015,Juvenile,Female,0,0,0,0,0,0,2,0,0,0,0
Aurukun Shire Council,2015-12-01,2015,12,December,Dec 2015,Juvenile,Male,0,0,0,0,1,1,2,0,0,0,0
Aurukun Shire Council,2016-01-01,2016,1,January,Jan 2016,Adult,Female,1,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2016-01-01,2016,1,January,Jan 2016,Adult,Male,7,1,5,0,0,0,0,2,0,5,0
Aurukun Shire Council,2016-01-01,2016,1,January,Jan 2016,Juvenile,Male,2,0,2,0,0,0,2,2,0,0,0
Aurukun Shire Council,2016-02-01,2016,2,February,Feb 2016,Adult,Female,1,0,0,0,0,0,0,4,0,0,1
Aurukun Shire Council,2016-02-01,2016,2,February,Feb 2016,Adult,Male,10,0,2,0,2,2,1,4,0,4,2
Aurukun Shire Council,2016-02-01,2016,2,February,Feb 2016,Juvenile,Female,0,0,0,0,0,0,1,2,0,0,0
Aurukun Shire Council,2016-02-01,2016,2,February,Feb 2016,Juvenile,Male,1,0,1,0,0,0,8,8,0,0,0
Aurukun Shire Council,2016-03-01,2016,3,March,Mar 2016,Adult,Female,2,0,1,0,0,0,0,2,0,0,0
Aurukun Shire Council,2016-03-01,2016,3,March,Mar 2016,Adult,Male,3,0,1,0,0,0,0,1,0,5,1
Aurukun Shire Council,2016-03-01,2016,3,March,Mar 2016,Juvenile,Male,0,0,0,0,0,0,0,3,0,0,0
Aurukun Shire Council,2016-04-01,2016,4,April,Apr 2016,Adult,Female,2,0,1,0,0,0,0,3,0,0,0
Aurukun Shire Council,2016-04-01,2016,4,April,Apr 2016,Adult,Male,5,1,3,0,0,0,0,1,0,4,1
Aurukun Shire Council,2016-04-01,2016,4,April,Apr 2016,Juvenile,Male,1,1,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2016-05-01,2016,5,May,May 2016,Adult,Female,5,0,3,0,0,0,0,3,0,0,0
Aurukun Shire Council,2016-05-01,2016,5,May,May 2016,Adult,Male,8,2,0,0,1,1,4,3,0,1,1
Aurukun Shire Council,2016-05-01,2016,5,May,May 2016,Juvenile,Male,3,1,1,0,9,9,16,8,0,0,0
Aurukun Shire Council,2016-06-01,2016,6,June,Jun 2016,Adult,Female,2,0,0,0,0,0,0,0,0,3,0
Aurukun Shire Council,2016-06-01,2016,6,June,Jun 2016,Adult,Male,8,2,4,1,2,1,0,5,0,5,0
Aurukun Shire Council,2016-06-01,2016,6,June,Jun 2016,Juvenile,Female,2,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2016-06-01,2016,6,June,Jun 2016,Juvenile,Male,0,0,0,1,1,1,6,3,0,0,0
Aurukun Shire Council,2016-07-01,2016,7,July,Jul 2016,Adult,Male,3,1,0,0,0,0,0,3,0,5,2
Aurukun Shire Council,2016-08-01,2016,8,August,Aug 2016,Adult,Female,3,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2016-08-01,2016,8,August,Aug 2016,Adult,Male,5,0,4,8,1,1,0,3,0,7,1
Aurukun Shire Council,2016-08-01,2016,8,August,Aug 2016,Juvenile,Female,1,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2016-09-01,2016,9,September,Sep 2016,Adult,Female,1,0,1,0,0,0,0,1,0,1,0
Aurukun Shire Council,2016-09-01,2016,9,September,Sep 2016,Adult,Male,4,1,1,1,0,0,0,4,0,8,5
Aurukun Shire Council,2016-09-01,2016,9,September,Sep 2016,Juvenile,Male,2,0,0,0,0,0,11,18,0,0,0
Aurukun Shire Council,2016-10-01,2016,10,October,Oct 2016,Adult,Female,6,0,1,0,0,0,0,1,0,1,1
Aurukun Shire Council,2016-10-01,2016,10,October,Oct 2016,Adult,Male,8,1,4,0,0,0,1,7,0,6,2
Aurukun Shire Council,2016-10-01,2016,10,October,Oct 2016,Juvenile,Male,1,0,0,0,0,0,2,3,0,0,0
Aurukun Shire Council,2016-11-01,2016,11,November,Nov 2016,Adult,Female,1,0,0,0,0,0,0,3,0,1,1
Aurukun Shire Council,2016-11-01,2016,11,November,Nov 2016,Adult,Male,11,2,3,1,0,0,2,3,0,5,9
Aurukun Shire Council,2016-11-01,2016,11,November,Nov 2016,Juvenile,Male,0,0,0,0,0,0,2,0,0,0,0
Aurukun Shire Council,2016-12-01,2016,12,December,Dec 2016,Adult,Female,1,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2016-12-01,2016,12,December,Dec 2016,Adult,Male,6,0,2,2,1,1,0,1,0,6,5
Aurukun Shire Council,2016-12-01,2016,12,December,Dec 2016,Juvenile,Male,1,0,1,0,0,0,0,4,0,0,0
Aurukun Shire Council,2017-01-01,2017,1,January,Jan 2017,Adult,Female,1,0,1,0,0,0,0,0,0,0,0
Aurukun Shire Council,2017-01-01,2017,1,January,Jan 2017,Adult,Male,6,1,2,0,1,0,0,2,0,4,0
Aurukun Shire Council,2017-01-01,2017,1,January,Jan 2017,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2017-01-01,2017,1,January,Jan 2017,Juvenile,Male,1,0,1,0,0,0,0,0,0,0,0
Aurukun Shire Council,2017-02-01,2017,2,February,Feb 2017,Adult,Female,2,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2017-02-01,2017,2,February,Feb 2017,Adult,Male,1,0,0,0,0,0,2,3,0,5,1
Aurukun Shire Council,2017-02-01,2017,2,February,Feb 2017,Juvenile,Male,1,0,1,0,0,0,0,1,0,0,0
Aurukun Shire Council,2017-03-01,2017,3,March,Mar 2017,Adult,Female,2,0,1,0,0,0,0,1,0,6,0
Aurukun Shire Council,2017-03-01,2017,3,March,Mar 2017,Adult,Male,1,0,0,1,0,0,2,2,0,1,3
Aurukun Shire Council,2017-03-01,2017,3,March,Mar 2017,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2017-03-01,2017,3,March,Mar 2017,Juvenile,Male,0,0,0,0,0,0,0,5,0,0,0
Aurukun Shire Council,2017-04-01,2017,4,April,Apr 2017,Adult,Male,3,0,1,0,0,0,5,5,0,7,1
Aurukun Shire Council,2017-04-01,2017,4,April,Apr 2017,Juvenile,Male,0,0,0,0,0,0,12,4,0,0,0
Aurukun Shire Council,2017-05-01,2017,5,May,May 2017,Adult,Female,1,0,1,0,0,0,0,0,0,1,0
Aurukun Shire Council,2017-05-01,2017,5,May,May 2017,Adult,Male,6,0,4,0,0,0,3,1,0,4,3
Aurukun Shire Council,2017-05-01,2017,5,May,May 2017,Juvenile,Male,6,0,2,0,0,0,16,2,0,1,0
Aurukun Shire Council,2017-06-01,2017,6,June,Jun 2017,Adult,Female,0,0,0,0,0,0,0,1,0,2,0
Aurukun Shire Council,2017-06-01,2017,6,June,Jun 2017,Adult,Male,3,0,1,0,0,0,0,2,0,1,0
Aurukun Shire Council,2017-06-01,2017,6,June,Jun 2017,Juvenile,Male,2,0,1,0,0,0,1,0,0,0,0
Aurukun Shire Council,2017-07-01,2017,7,July,Jul 2017,Adult,Female,2,0,1,0,0,0,0,0,0,0,1
Aurukun Shire Council,2017-07-01,2017,7,July,Jul 2017,Adult,Male,2,0,0,0,0,0,0,4,0,3,2
Aurukun Shire Council,2017-07-01,2017,7,July,Jul 2017,Juvenile,Male,1,0,1,1,0,0,7,0,0,0,0
Aurukun Shire Council,2017-08-01,2017,8,August,Aug 2017,Adult,Female,1,0,0,0,0,0,0,0,0,2,0
Aurukun Shire Council,2017-08-01,2017,8,August,Aug 2017,Adult,Male,1,0,1,0,0,0,0,3,0,6,1
Aurukun Shire Council,2017-08-01,2017,8,August,Aug 2017,Juvenile,Male,0,0,0,0,0,0,0,8,0,0,0
Aurukun Shire Council,2017-09-01,2017,9,September,Sep 2017,Adult,Female,0,0,0,0,0,0,0,1,0,1,0
Aurukun Shire Council,2017-09-01,2017,9,September,Sep 2017,Adult,Male,8,1,4,0,1,1,0,2,0,9,2
Aurukun Shire Council,2017-09-01,2017,9,September,Sep 2017,Juvenile,Male,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2017-10-01,2017,10,October,Oct 2017,Adult,Female,3,0,1,0,0,0,0,5,0,4,1
Aurukun Shire Council,2017-10-01,2017,10,October,Oct 2017,Adult,Male,9,0,4,1,2,2,1,2,0,12,5
Aurukun Shire Council,2017-10-01,2017,10,October,Oct 2017,Juvenile,Female,1,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2017-10-01,2017,10,October,Oct 2017,Juvenile,Male,2,0,1,0,0,0,0,2,0,0,0
Aurukun Shire Council,2017-11-01,2017,11,November,Nov 2017,Adult,Female,2,0,0,0,0,0,0,2,0,1,1
Aurukun Shire Council,2017-11-01,2017,11,November,Nov 2017,Adult,Male,9,1,2,0,1,1,2,4,1,9,1
Aurukun Shire Council,2017-11-01,2017,11,November,Nov 2017,Juvenile,Female,1,0,0,0,0,0,0,2,0,0,0
Aurukun Shire Council,2017-11-01,2017,11,November,Nov 2017,Juvenile,Male,4,0,1,0,2,2,7,16,0,1,0
Aurukun Shire Council,2017-12-01,2017,12,December,Dec 2017,Adult,Female,1,0,0,0,0,0,0,1,4,2,1
Aurukun Shire Council,2017-12-01,2017,12,December,Dec 2017,Adult,Male,5,0,2,0,0,0,1,2,6,10,4
Aurukun Shire Council,2017-12-01,2017,12,December,Dec 2017,Juvenile,Female,3,0,0,0,0,0,0,2,0,0,0
Aurukun Shire Council,2017-12-01,2017,12,December,Dec 2017,Juvenile,Male,1,0,0,0,0,0,1,7,0,0,0
Aurukun Shire Council,2018-01-01,2018,1,January,Jan 2018,Adult,Female,7,0,6,0,0,0,1,1,0,4,0
Aurukun Shire Council,2018-01-01,2018,1,January,Jan 2018,Adult,Male,8,0,4,0,0,0,2,6,2,7,1
Aurukun Shire Council,2018-01-01,2018,1,January,Jan 2018,Juvenile,Female,0,0,0,0,0,0,0,2,0,0,0
Aurukun Shire Council,2018-01-01,2018,1,January,Jan 2018,Juvenile,Male,2,0,1,0,0,0,11,3,0,0,0
Aurukun Shire Council,2018-02-01,2018,2,February,Feb 2018,Adult,Female,1,0,0,0,0,0,0,0,0,1,1
Aurukun Shire Council,2018-02-01,2018,2,February,Feb 2018,Adult,Male,2,0,1,0,0,0,0,1,0,3,0
Aurukun Shire Council,2018-02-01,2018,2,February,Feb 2018,Juvenile,Male,2,0,1,0,0,0,0,3,0,0,0
Aurukun Shire Council,2018-03-01,2018,3,March,Mar 2018,Adult,Female,2,0,1,0,0,0,0,1,0,1,1
Aurukun Shire Council,2018-03-01,2018,3,March,Mar 2018,Adult,Male,6,1,2,0,0,0,0,3,0,3,0
Aurukun Shire Council,2018-03-01,2018,3,March,Mar 2018,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2018-03-01,2018,3,March,Mar 2018,Juvenile,Male,5,0,5,0,0,0,5,8,0,0,0
Aurukun Shire Council,2018-04-01,2018,4,April,Apr 2018,Adult,Female,2,0,1,0,0,0,0,0,0,0,0
Aurukun Shire Council,2018-04-01,2018,4,April,Apr 2018,Adult,Male,4,0,0,0,0,0,1,2,0,4,3
Aurukun Shire Council,2018-04-01,2018,4,April,Apr 2018,Juvenile,Male,3,1,0,0,2,2,2,3,0,0,0
Aurukun Shire Council,2018-05-01,2018,5,May,May 2018,Adult,Male,2,0,1,0,0,0,0,2,0,7,1
Aurukun Shire Council,2018-05-01,2018,5,May,May 2018,Juvenile,Female,1,0,1,0,0,0,0,0,0,1,0
Aurukun Shire Council,2018-05-01,2018,5,May,May 2018,Juvenile,Male,0,0,0,0,2,2,7,7,0,0,0
Aurukun Shire Council,2018-06-01,2018,6,June,Jun 2018,Adult,Female,2,0,1,0,0,0,0,0,0,1,0
Aurukun Shire Council,2018-06-01,2018,6,June,Jun 2018,Adult,Male,2,0,1,0,0,0,1,0,0,7,2
Aurukun Shire Council,2018-06-01,2018,6,June,Jun 2018,Juvenile,Male,2,1,1,0,0,0,5,3,0,0,0
Aurukun Shire Council,2018-07-01,2018,7,July,Jul 2018,Adult,Female,2,0,0,0,0,0,0,2,1,0,0
Aurukun Shire Council,2018-07-01,2018,7,July,Jul 2018,Adult,Male,6,0,3,0,1,1,2,7,0,4,3
Aurukun Shire Council,2018-07-01,2018,7,July,Jul 2018,Juvenile,Female,1,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2018-07-01,2018,7,July,Jul 2018,Juvenile,Male,1,0,0,0,0,0,1,1,0,0,0
Aurukun Shire Council,2018-08-01,2018,8,August,Aug 2018,Adult,Female,2,0,1,0,0,0,0,2,0,1,0
Aurukun Shire Council,2018-08-01,2018,8,August,Aug 2018,Adult,Male,6,0,2,0,0,0,0,4,0,6,7
Aurukun Shire Council,2018-08-01,2018,8,August,Aug 2018,Juvenile,Male,0,0,0,0,0,0,1,1,0,0,0
Aurukun Shire Council,2018-09-01,2018,9,September,Sep 2018,Adult,Female,0,0,0,0,0,0,0,1,0,1,0
Aurukun Shire Council,2018-09-01,2018,9,September,Sep 2018,Adult,Male,4,0,2,0,1,1,1,8,0,2,3
Aurukun Shire Council,2018-09-01,2018,9,September,Sep 2018,Juvenile,Male,1,0,0,0,1,1,1,6,0,1,0
Aurukun Shire Council,2018-10-01,2018,10,October,Oct 2018,Adult,Female,3,1,1,0,0,0,0,1,1,0,0
Aurukun Shire Council,2018-10-01,2018,10,October,Oct 2018,Adult,Male,4,0,3,0,0,0,3,4,0,9,1
Aurukun Shire Council,2018-10-01,2018,10,October,Oct 2018,Juvenile,Female,1,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2018-10-01,2018,10,October,Oct 2018,Juvenile,Male,0,0,0,0,0,0,7,1,0,0,0
Aurukun Shire Council,2018-11-01,2018,11,November,Nov 2018,Adult,Female,2,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2018-11-01,2018,11,November,Nov 2018,Adult,Male,14,1,2,0,0,0,1,4,0,3,7
Aurukun Shire Council,2018-11-01,2018,11,November,Nov 2018,Juvenile,Female,2,0,0,0,0,0,2,1,0,0,0
Aurukun Shire Council,2018-11-01,2018,11,November,Nov 2018,Juvenile,Male,1,0,0,0,2,2,14,6,0,1,0
Aurukun Shire Council,2018-12-01,2018,12,December,Dec 2018,Adult,Female,1,0,0,0,0,0,0,1,0,4,0
Aurukun Shire Council,2018-12-01,2018,12,December,Dec 2018,Adult,Male,10,0,5,0,1,1,0,5,0,7,3
Aurukun Shire Council,2018-12-01,2018,12,December,Dec 2018,Juvenile,Male,3,0,3,0,5,5,10,9,0,1,0
Aurukun Shire Council,2019-01-01,2019,1,January,Jan 2019,Adult,Female,2,1,0,0,0,0,0,1,0,0,1
Aurukun Shire Council,2019-01-01,2019,1,January,Jan 2019,Adult,Male,12,0,7,0,1,1,2,7,0,9,2
Aurukun Shire Council,2019-01-01,2019,1,January,Jan 2019,Juvenile,Female,0,0,0,0,0,0,0,2,0,0,0
Aurukun Shire Council,2019-02-01,2019,2,February,Feb 2019,Adult,Female,3,0,1,0,0,0,0,1,0,0,0
Aurukun Shire Council,2019-02-01,2019,2,February,Feb 2019,Adult,Male,5,0,2,0,0,0,0,3,0,3,0
Aurukun Shire Council,2019-02-01,2019,2,February,Feb 2019,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2019-02-01,2019,2,February,Feb 2019,Juvenile,Male,0,0,0,0,0,0,4,0,0,0,0
Aurukun Shire Council,2019-03-01,2019,3,March,Mar 2019,Adult,Female,4,0,1,0,0,0,0,3,0,3,0
Aurukun Shire Council,2019-03-01,2019,3,March,Mar 2019,Adult,Male,6,0,3,0,0,0,2,1,0,4,0
Aurukun Shire Council,2019-03-01,2019,3,March,Mar 2019,Juvenile,Male,2,0,0,1,0,0,11,1,0,0,0
Aurukun Shire Council,2019-04-01,2019,4,April,Apr 2019,Adult,Female,9,0,5,0,0,0,0,1,0,4,0
Aurukun Shire Council,2019-04-01,2019,4,April,Apr 2019,Adult,Male,13,1,5,1,0,0,0,1,0,4,1
Aurukun Shire Council,2019-04-01,2019,4,April,Apr 2019,Juvenile,Female,1,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2019-04-01,2019,4,April,Apr 2019,Juvenile,Male,3,0,1,1,0,0,0,3,0,0,0
Aurukun Shire Council,2019-05-01,2019,5,May,May 2019,Adult,Female,2,0,0,0,0,0,0,1,0,3,0
Aurukun Shire Council,2019-05-01,2019,5,May,May 2019,Adult,Male,4,0,0,0,0,0,0,2,0,7,0
Aurukun Shire Council,2019-06-01,2019,6,June,Jun 2019,Adult,Female,5,0,1,0,0,0,0,5,0,2,1
Aurukun Shire Council,2019-06-01,2019,6,June,Jun 2019,Adult,Male,11,0,2,0,0,0,0,3,0,3,2
Aurukun Shire Council,2019-06-01,2019,6,June,Jun 2019,Juvenile,Male,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2019-07-01,2019,7,July,Jul 2019,Adult,Female,4,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2019-07-01,2019,7,July,Jul 2019,Adult,Male,11,0,2,0,0,0,0,4,0,13,1
Aurukun Shire Council,2019-07-01,2019,7,July,Jul 2019,Juvenile,Male,1,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2019-08-01,2019,8,August,Aug 2019,Adult,Female,2,1,0,0,0,0,0,0,0,1,1
Aurukun Shire Council,2019-08-01,2019,8,August,Aug 2019,Adult,Male,7,0,2,0,1,1,0,3,0,14,2
Aurukun Shire Council,2019-08-01,2019,8,August,Aug 2019,Juvenile,Male,2,1,0,0,3,3,1,2,0,0,0
Aurukun Shire Council,2019-09-01,2019,9,September,Sep 2019,Adult,Female,6,1,1,0,0,0,0,2,0,3,0
Aurukun Shire Council,2019-09-01,2019,9,September,Sep 2019,Adult,Male,10,0,5,0,0,0,0,6,0,7,4
Aurukun Shire Council,2019-09-01,2019,9,September,Sep 2019,Juvenile,Female,0,0,0,0,0,0,2,1,0,0,0
Aurukun Shire Council,2019-09-01,2019,9,September,Sep 2019,Juvenile,Male,3,0,1,0,1,1,10,3,0,0,0
Aurukun Shire Council,2019-10-01,2019,10,October,Oct 2019,Adult,Female,3,0,2,0,0,0,0,0,0,1,0
Aurukun Shire Council,2019-10-01,2019,10,October,Oct 2019,Adult,Male,7,1,4,0,0,0,2,4,0,12,1
Aurukun Shire Council,2019-10-01,2019,10,October,Oct 2019,Juvenile,Male,2,0,0,0,0,0,1,2,0,0,0
Aurukun Shire Council,2019-11-01,2019,11,November,Nov 2019,Adult,Female,1,0,1,0,0,0,0,3,0,1,0
Aurukun Shire Council,2019-11-01,2019,11,November,Nov 2019,Adult,Male,6,0,4,0,2,2,4,4,0,5,1
Aurukun Shire Council,2019-11-01,2019,11,November,Nov 2019,Juvenile,Male,0,0,0,0,1,1,19,5,0,0,0
Aurukun Shire Council,2019-12-01,2019,12,December,Dec 2019,Adult,Female,1,1,0,0,0,0,0,1,0,1,0
Aurukun Shire Council,2019-12-01,2019,12,December,Dec 2019,Adult,Male,14,4,5,0,0,0,0,2,0,8,5
Aurukun Shire Council,2019-12-01,2019,12,December,Dec 2019,Juvenile,Female,1,1,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2019-12-01,2019,12,December,Dec 2019,Juvenile,Male,1,0,1,0,0,0,9,1,0,0,0
Aurukun Shire Council,2020-01-01,2020,1,January,Jan 2020,Adult,Female,1,0,0,0,0,0,1,1,0,1,0
Aurukun Shire Council,2020-01-01,2020,1,January,Jan 2020,Adult,Male,6,0,3,0,0,0,18,15,0,5,2
Aurukun Shire Council,2020-01-01,2020,1,January,Jan 2020,Juvenile,Female,0,0,0,0,0,0,2,1,0,0,0
Aurukun Shire Council,2020-01-01,2020,1,January,Jan 2020,Juvenile,Male,0,0,0,0,0,0,4,2,0,0,0
Aurukun Shire Council,2020-02-01,2020,2,February,Feb 2020,Adult,Female,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2020-02-01,2020,2,February,Feb 2020,Adult,Male,2,0,0,0,0,0,1,16,0,1,1
Aurukun Shire Council,2020-02-01,2020,2,February,Feb 2020,Juvenile,Male,1,0,0,1,0,0,2,2,0,0,0
Aurukun Shire Council,2020-03-01,2020,3,March,Mar 2020,Adult,Female,2,0,1,0,0,0,0,0,0,0,0
Aurukun Shire Council,2020-03-01,2020,3,March,Mar 2020,Adult,Male,4,1,2,0,0,0,0,0,0,8,0
Aurukun Shire Council,2020-03-01,2020,3,March,Mar 2020,Juvenile,Female,2,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2020-03-01,2020,3,March,Mar 2020,Juvenile,Male,1,0,0,0,0,0,1,2,1,0,0
Aurukun Shire Council,2020-04-01,2020,4,April,Apr 2020,Adult,Female,1,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2020-04-01,2020,4,April,Apr 2020,Adult,Male,5,2,2,0,0,0,8,9,0,1,0
Aurukun Shire Council,2020-04-01,2020,4,April,Apr 2020,Juvenile,Male,1,1,0,0,0,0,2,4,0,0,0
Aurukun Shire Council,2020-05-01,2020,5,May,May 2020,Adult,Female,3,0,0,0,0,0,0,0,0,1,0
Aurukun Shire Council,2020-05-01,2020,5,May,May 2020,Adult,Male,3,0,3,0,0,0,2,3,0,4,0
Aurukun Shire Council,2020-05-01,2020,5,May,May 2020,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2020-06-01,2020,6,June,Jun 2020,Adult,Female,3,1,2,0,0,0,0,1,0,0,0
Aurukun Shire Council,2020-06-01,2020,6,June,Jun 2020,Adult,Male,11,1,5,0,0,0,0,0,0,5,4
Aurukun Shire Council,2020-06-01,2020,6,June,Jun 2020,Juvenile,Female,1,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2020-06-01,2020,6,June,Jun 2020,Juvenile,Male,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2020-07-01,2020,7,July,Jul 2020,Adult,Female,5,0,0,0,0,0,1,2,0,3,0
Aurukun Shire Council,2020-07-01,2020,7,July,Jul 2020,Adult,Male,5,0,2,0,0,0,1,1,0,7,4
Aurukun Shire Council,2020-07-01,2020,7,July,Jul 2020,Juvenile,Female,1,0,1,0,0,0,3,3,0,0,0
Aurukun Shire Council,2020-07-01,2020,7,July,Jul 2020,Juvenile,Male,1,0,0,0,1,1,10,7,0,0,0
Aurukun Shire Council,2020-08-01,2020,8,August,Aug 2020,Adult,Female,2,0,1,0,0,0,0,2,0,2,1
Aurukun Shire Council,2020-08-01,2020,8,August,Aug 2020,Adult,Male,10,0,5,0,0,0,3,8,0,12,1
Aurukun Shire Council,2020-08-01,2020,8,August,Aug 2020,Juvenile,Male,2,0,0,0,0,0,4,1,0,0,0
Aurukun Shire Council,2020-09-01,2020,9,September,Sep 2020,Adult,Female,8,0,4,0,0,0,0,5,0,5,2
Aurukun Shire Council,2020-09-01,2020,9,September,Sep 2020,Adult,Male,10,1,2,0,2,1,0,1,0,6,3
Aurukun Shire Council,2020-09-01,2020,9,September,Sep 2020,Juvenile,Female,1,0,0,0,0,0,1,0,0,0,0
Aurukun Shire Council,2020-09-01,2020,9,September,Sep 2020,Juvenile,Male,1,0,1,0,0,0,2,2,0,0,0
Aurukun Shire Council,2020-10-01,2020,10,October,Oct 2020,Adult,Female,5,1,1,0,0,0,1,5,0,0,2
Aurukun Shire Council,2020-10-01,2020,10,October,Oct 2020,Adult,Male,14,0,4,0,1,1,0,8,0,12,1
Aurukun Shire Council,2020-10-01,2020,10,October,Oct 2020,Juvenile,Female,1,0,0,0,0,0,0,2,0,0,0
Aurukun Shire Council,2020-10-01,2020,10,October,Oct 2020,Juvenile,Male,3,0,0,1,2,2,8,17,0,0,0
Aurukun Shire Council,2020-11-01,2020,11,November,Nov 2020,Adult,Female,3,0,1,0,0,0,0,2,0,2,0
Aurukun Shire Council,2020-11-01,2020,11,November,Nov 2020,Adult,Male,7,1,2,0,0,0,1,4,0,6,4
Aurukun Shire Council,2020-11-01,2020,11,November,Nov 2020,Juvenile,Male,0,0,0,0,1,1,4,2,0,0,0
Aurukun Shire Council,2020-12-01,2020,12,December,Dec 2020,Adult,Female,9,0,1,0,0,0,0,1,0,0,0
Aurukun Shire Council,2020-12-01,2020,12,December,Dec 2020,Adult,Male,6,0,1,0,0,0,0,1,0,8,5
Aurukun Shire Council,2020-12-01,2020,12,December,Dec 2020,Juvenile,Male,2,1,0,0,1,1,0,3,0,2,0
Aurukun Shire Council,2021-01-01,2021,1,January,Jan 2021,Adult,Female,1,0,1,0,0,0,0,2,0,0,0
Aurukun Shire Council,2021-01-01,2021,1,January,Jan 2021,Adult,Male,10,0,5,0,0,0,0,5,0,11,5
Aurukun Shire Council,2021-01-01,2021,1,January,Jan 2021,Juvenile,Female,4,0,1,0,0,0,0,1,0,0,0
Aurukun Shire Council,2021-01-01,2021,1,January,Jan 2021,Juvenile,Male,5,0,0,0,0,0,2,5,0,0,0
Aurukun Shire Council,2021-02-01,2021,2,February,Feb 2021,Adult,Female,5,0,2,0,0,0,0,2,0,3,0
Aurukun Shire Council,2021-02-01,2021,2,February,Feb 2021,Adult,Male,4,0,4,0,1,1,2,2,0,5,1
Aurukun Shire Council,2021-02-01,2021,2,February,Feb 2021,Juvenile,Female,1,0,1,0,0,0,0,0,0,0,0
Aurukun Shire Council,2021-02-01,2021,2,February,Feb 2021,Juvenile,Male,0,0,0,0,0,0,2,0,0,0,0
Aurukun Shire Council,2021-03-01,2021,3,March,Mar 2021,Adult,Female,4,0,4,0,0,0,2,1,0,2,0
Aurukun Shire Council,2021-03-01,2021,3,March,Mar 2021,Adult,Male,5,1,2,0,0,0,1,4,0,11,0
Aurukun Shire Council,2021-03-01,2021,3,March,Mar 2021,Juvenile,Female,2,0,0,0,0,0,0,0,0,0,0
Aurukun Shire Council,2021-03-01,2021,3,March,Mar 2021,Juvenile,Male,2,0,0,0,0,0,0,4,0,0,0
Aurukun Shire Council,2021-04-01,2021,4,April,Apr 2021,Adult,Female,2,0,0,0,0,0,0,1,0,3,0
Aurukun Shire Council,2021-04-01,2021,4,April,Apr 2021,Adult,Male,4,0,1,0,0,0,1,2,0,4,1
Aurukun Shire Council,2021-04-01,2021,4,April,Apr 2021,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Aurukun Shire Council,2021-04-01,2021,4,April,Apr 2021,Juvenile,Male,4,0,3,0,0,0,3,8,0,0,0
Aurukun Shire Council,2021-05-01,2021,5,May,May 2021,Adult,Female,5,0,3,0,0,0,0,0,0,2,0
